,reference_id,weapon_name,itemTypeDisplayName,itemTypeAndTierDisplayName,itemType,itemSubType,tierTypeName,equipmentSlotTypeHash,itemCategoryHashes,levels,loreHash_list
2157,2235733301,Riptide,,,0,0,,,[],[0],
2158,2238035098,Storm and Stress,Trait,Legendary Trait,19,0,Legendary,,"[3708671066, 610365472, 59]",,
2159,2240028724,Masterwork Armor,,,19,0,Legendary,,"[59, 141186804]",,
2160,2242078967,Advanced Paradox Amplifier,Prophecy Offering,Rare Prophecy Offering,20,0,Rare,,"[2005599723, 35, 52, 3109687656]",,
2161,2243093675,Letter Fragment,Journal Fragments,Common Journal Fragments,9,0,Common,,"[3747263590, 35, 52]",[0],
2162,2245729296,Crucible Challenges,,,0,0,,,[],[0],
2163,2248667690,Perfect Paradox,Shotgun,Legendary Shotgun,3,7,Legendary,953998645.0,"[4, 1, 11]","[33, 1]",2248667690.0
2164,2248837196,Speak to Shaxx in the Tower.,,,0,0,,,[],[0],
2165,2250032270,Kairos Function Mark,Titan Mark,Legendary Titan Mark,2,30,Legendary,1585787867.0,"[22, 49, 20]","[33, 1, 0]",2250032270.0
2166,2252260792,,,,0,0,Common,,[],,
2167,2253044470,Legion-Bane,Gauntlets,Rare Gauntlets,2,27,Rare,3551918588.0,"[22, 46, 20]","[33, 32, 30, 29, 20, 19, 17, 15, 13, 11, 9, 7, 5, 4, 3, 2, 1, 0]",
2168,2264636552,Meditations,Quest,Quest,15,0,,,[53],,
2169,2265859909,Retro-Grade TG2,Leg Armor,Legendary Leg Armor,2,29,Legendary,20886954.0,"[22, 48, 20]","[33, 32, 30, 29, 21, 20, 1]",
2170,2267799286,,,,0,0,Common,,[],,
2171,2270228604,New Monarchy Token,Redeemable,Uncommon Redeemable,9,0,Uncommon,,"[2088636411, 35, 52]",[0],
2172,2271249245,Golden Sevens Bundle,Package,Legendary Package,25,0,Legendary,,[268598612],[0],
2173,2271249246,Sub-Zero Bundle,Package,Legendary Package,25,0,Legendary,,[268598612],[0],
2174,2271249247,Silver Starter Pack,Package,Legendary Package,25,0,Legendary,,[268598612],,
2175,2273483223,Solar Damage Mod,Weapon Mod,Rare Weapon Mod,19,0,Rare,,"[59, 1052191496, 610365472]",[1],
2176,2274579115,Improved Titan Cache Detector,Ghost Module,Common Ghost Module,19,0,Common,,"[59, 4176831154, 1449602859]",,
2177,2276139500,Infinite Possibilities,Emblem,Legendary Emblem,14,0,Legendary,4274335291.0,"[19, 52]",[0],
2178,2276139501,Vex Convergence,Emblem,Legendary Emblem,14,0,Legendary,4274335291.0,"[19, 52]",[0],
2179,2276139502,Vance's Temple,Emblem,Legendary Emblem,14,0,Legendary,4274335291.0,"[19, 52]",[0],
2180,2276139503,Burning Silicon,Emblem,Legendary Emblem,14,0,Legendary,4274335291.0,"[19, 52]",[0],
2181,2276266837,Honor's Edge,Sword,Legendary Sword,3,18,Legendary,953998645.0,"[4, 1, 54]","[33, 20, 1]",
2182,2277597261,Omega Mechanos Mask,Helmet,Legendary Helmet,2,26,Legendary,3448274439.0,"[23, 45, 20]","[1, 0]",
2183,2277990623,,,,0,0,Common,,[],,
2184,2281879762,Meditations,Quest,Quest,15,0,,,[53],,
2185,2283361089,Letter Fragment,Journal Fragments,Common Journal Fragments,9,0,Common,,"[3747263590, 35, 52]",[0],
2186,2285466241,Unbreakable,,,0,0,Common,,[],[0],
2187,2286856676,"Lost Prophecy, Verse 6",Prophecy Tablet,Legendary Prophecy Tablet,9,0,Legendary,,"[2250046497, 35, 52]",[0],
2188,2287012504,A Gift for the Hunter Vanguard,,,0,0,,,[],[0],
2189,2287556848,Slow Clap,Emote,Uncommon Emote,23,0,Uncommon,3224618069.0,[44],[0],
2190,2287852220,Heavy Warlock Armor,Intrinsic,Common Intrinsic,19,0,Common,,"[2237038328, 610365472, 59]",,
2191,2288562347,,,,0,0,Common,,[],,
2192,2289919437,Sovereign Lion Ornament,Armor Ornament,Legendary Armor Ornament,19,21,Legendary,,"[56, 52, 59, 3229540061, 1742617626, 4104513227]",[0],
2193,2290863050,Persuader,Sniper Rifle,Legendary Sniper Rifle,3,12,Legendary,953998645.0,"[4, 1, 10]","[33, 1, 0]",
2194,2291847593,Solar Ordnance Mod,Titan Mark Mod,Rare Titan Mark Mod,19,0,Rare,,"[59, 4104513227, 3196106184, 1650311619]",[1],
2195,2292007738,Damaged Warlock Hood,Helmet,Common Helmet,2,26,Common,3448274439.0,"[21, 45, 20]",[0],
2196,2292335025,Siren Song,,,0,0,Common,,[],[0],
2197,2294092935,Complete Vanguard Strikes,,,0,0,,,[],[0],
2198,2295776454,,,,0,0,Common,,[],,
2199,2295941920,Belfry Bounty,Sniper Rifle,Legendary Sniper Rifle,3,12,Legendary,953998645.0,"[4, 1, 10]","[33, 32, 30, 29, 21, 20, 1]",
2200,2295941921,Maestro-46,Sniper Rifle,Legendary Sniper Rifle,3,12,Legendary,953998645.0,"[4, 1, 10]","[33, 32, 30, 29, 21, 20, 1]",
2201,2296027354,Extinction Orbit Ornament,Armor Ornament,Legendary Armor Ornament,19,21,Legendary,,"[56, 52, 59, 3229540061, 1742617626, 4104513227]",[0],
2202,2296092822,Masterwork Weapon,,,19,0,Legendary,,"[59, 141186804]",,
2203,2296243897,Welcome to Crimson Days,,,0,0,,,[],[0],
2204,2296261125,Iron Banner Arsenal,Armor Set,Legendary Armor Set,0,0,Legendary,,[2423200735],[20],
2205,2296274682,Nightfall,Quest,Quest,15,0,,,[53],[0],
2206,2296691422,Swordflight 4.1,Gauntlets,Legendary Gauntlets,2,27,Legendary,3551918588.0,"[23, 46, 20]","[33, 32, 30, 29, 21, 20, 1, 0]",
2207,2299313708,Disco Dance,Emote,Legendary Emote,23,0,Legendary,3224618069.0,[44],"[1, 0]",
2208,2301231888,"Meditation: ""The Gateway""",,,20,0,Legendary,,[3109687656],[0],
2209,2301352972,,Helmet,Legendary Helmet,20,26,Legendary,3448274439.0,"[45, 20, 3109687656]",,
2210,2307143135,Harsh Truths,Intrinsic,Exotic Intrinsic,19,0,Exotic,,"[2237038328, 610365472, 59]",,
2211,2307426896,SUROS Tone,Shader,Rare Shader,19,20,Rare,,"[41, 52]",[1],
2212,2307426898,SUROS Modular,Shader,Rare Shader,19,20,Rare,,"[41, 52]",[1],
2213,2310508296,,,,0,0,Common,,[],,
2214,2311027942,Refugee Boots,Leg Armor,Common Leg Armor,0,0,Common,18606351.0,[],,
2215,2312363006,Emotes,,,0,0,Common,,[],,
2216,2314823948,Faction Rally: EDZ,Quest,Quest,15,0,,,[53],,
2217,2314916765,War Simulator Ornament,Armor Ornament,Legendary Armor Ornament,19,21,Legendary,,"[56, 52, 59, 3683250363, 1742617626, 4104513227]",[0],
2218,2316071750,Omega Mechanos Strides,Leg Armor,Legendary Leg Armor,2,29,Legendary,20886954.0,"[23, 48, 20]","[1, 0]",
2219,2316438508,Exotic Gear,,,20,0,Exotic,,[3109687656],,
2220,2317046938,Shadow Specter,Hunter Cloak,Rare Hunter Cloak,2,30,Rare,1585787867.0,"[23, 49, 20]","[33, 32, 30, 29, 20, 19, 17, 15, 13, 11, 9, 7, 5, 4, 3, 2, 0]",
2221,2317191363,Mindbreaker Boots,Leg Armor,Rare Leg Armor,2,29,Rare,20886954.0,"[22, 48, 20]",,
2222,2319227516,,Helmet,Legendary Helmet,20,26,Legendary,3448274439.0,"[45, 20, 3109687656]",,
2223,2320168440,Masterwork Armor,,,19,0,Legendary,,"[59, 141186804]",,
2224,2320697233,Mercury Armor,Armor Set,Legendary Armor Set,0,0,Legendary,,[2423200735],[20],
2225,2326657581,,,,0,0,Common,,[],,
2226,2328497849,Random Mod,,,19,0,Common,,[59],,
2227,2329031091,Robes of Sekris,Chest Armor,Legendary Chest Armor,2,28,Legendary,14239492.0,"[21, 47, 20]","[33, 32, 31, 30, 27, 0]",2329031091.0
2228,2329293841,,Material,Common Material,20,0,Common,,[3109687656],,
2229,2333412061,,Chest Armor,Legendary Chest Armor,20,28,Legendary,14239492.0,"[47, 20, 3109687656]",,
2230,2333607307,Impetus,Trait,Legendary Trait,19,0,Legendary,,"[3708671066, 610365472, 59]",,
2231,2336955569,Rare Gear,,,20,0,Rare,,[3109687656],,
2232,2338535731,Clan XP,,,0,0,,,[],[0],
2233,2338851618,Trials Prestige Ornament,Armor Ornament,Legendary Armor Ornament,19,21,Legendary,,"[56, 52, 59, 3684181176, 1742617626, 4104513227]",[0],
2234,2339344379,Atonement Tau,Gauntlets,Rare Gauntlets,2,27,Rare,3551918588.0,"[21, 46, 20]","[33, 32, 30, 29, 20, 19, 17, 15, 13, 11, 9, 7, 5, 4, 3, 2, 1, 0]",
2235,2339720736,Grips of Feltroc,Gauntlets,Legendary Gauntlets,2,27,Legendary,3551918588.0,"[23, 46, 20]","[33, 32, 31, 30, 27, 0]",2339720736.0
2236,2340300214,Shaders and Mods,,,0,0,Common,,[],,
2237,2342716696,Visit the Lighthouse,,,0,0,,,[],[0],
2238,2342995403,,Helmet,Legendary Helmet,20,26,Legendary,3448274439.0,"[45, 20, 3109687656]",,
2239,2343139242,Bond of Refuge,Warlock Bond,Common Warlock Bond,2,30,Common,1585787867.0,"[21, 49, 20]","[20, 18, 16, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 0]",
2240,2348421845,Kairos Function Grips,Gauntlets,Legendary Gauntlets,2,27,Legendary,3551918588.0,"[23, 46, 20]","[33, 1, 0]",995360226.0
2241,2349202967,Heavy Guard,Guard,Legendary Guard,19,18,Legendary,,"[54, 3072652064, 610365472, 59]",,
2242,2352344841,Kinetic Counterbalance Mod,Hunter Cloak Mod,Legendary Hunter Cloak Mod,19,0,Legendary,,"[59, 3196106184, 4104513227, 1037516129]","[1, 0]",
2243,2353477480,Aggressive Frame,Intrinsic,Exotic Intrinsic,19,0,Exotic,,"[2237038328, 610365472, 59]",,
2244,2353484079,,Warlock Bond,Legendary Warlock Bond,20,30,Legendary,1585787867.0,"[49, 20, 3109687656]",,
2245,2353605216,,,,0,0,Common,,[],,
2246,2355041704,Solar Rampart,Intrinsic,Exotic Intrinsic,19,0,Exotic,,"[59, 2237038328, 610365472]",,
2247,2356548547,Reef in Ruins,Weapon Ornament,Exotic Weapon Ornament,19,21,Exotic,,"[56, 52, 59, 3124752623, 610365472]","[1, 0]",
2248,2359429886,Classified,,,0,0,,,,,
2249,2359639520,Exodus Down Robes,Chest Armor,Legendary Chest Armor,2,28,Legendary,14239492.0,"[21, 47, 20]","[33, 1, 0]",
2250,2360283797,Crucible Engram,Engram,Legendary Engram,0,0,Legendary,,[],[0],
2251,2360690104,Classified,,,0,0,,,,,
2252,2360859444,,,,0,0,Common,,[],,
2253,2361721165,Impact Absorption Mod,Arms Armor Mod,Legendary Arms Armor Mod,19,0,Legendary,,"[59, 4104513227, 3872696960]","[1, 0]",
2254,2362471600,Drang,Sidearm,Legendary Sidearm,3,17,Legendary,2465295065.0,"[3, 1, 14]",[0],2362471600.0
2255,2362471601,Rat King,Sidearm,Exotic Sidearm,3,17,Exotic,1498876634.0,"[2, 1, 14]","[20, 0]",2362471601.0
2256,2363751990,Infinite Guard,Guard,Legendary Guard,19,18,Legendary,,"[54, 3072652064, 610365472, 59]",,
2257,2363903643,Makeshift Suit,Chest Armor,Uncommon Chest Armor,2,28,Uncommon,14239492.0,"[23, 47, 20]","[33, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 3, 2, 1, 0]",
2258,2365108107,Solar Paragon Mod,Helmet Armor Mod,Rare Helmet Armor Mod,19,0,Rare,,"[59, 1362265421, 4104513227]",[1],
2259,2367373121,Io Rewards,,,20,0,Common,,[3109687656],[0],
2260,2371161810,Imperial Engram,Engram,Legendary Engram,0,0,Legendary,,[],[0],
2261,2374036586,Today's Gift,Quest,Quest,15,0,,,[53],[0],
2262,2374934928,Differential Diagnosis,,,0,0,,,[],[0],
2263,2376081322,Crown of Opulence,Aura,Common Aura,19,0,Common,,[59],,
2264,2376441337,Initial Consultation,,,0,0,,,[],[0],
2265,2377629269,,,,0,0,Common,,[],,
2266,2377856986,Chances and Choices,,,0,0,,,[],[0],
2267,2378296024,Xenos Vale IV,Gauntlets,Legendary Gauntlets,2,27,Legendary,3551918588.0,"[21, 46, 20]","[33, 1, 0]",
2268,2378467684,A Gift for the Lonely AI,,,0,0,,,[],[0],
2269,2380365371,Eater of Worlds Ornament,Armor Ornament,Legendary Armor Ornament,19,21,Legendary,,"[56, 52, 59, 3229540061, 1742617626, 4104513227]",[0],
2270,2380978355,Lost Pacific Vest,Chest Armor,Legendary Chest Armor,2,28,Legendary,14239492.0,"[23, 47, 20]","[33, 1, 0]",
2271,2383960413,Cruel Remedy,Trait,Exotic Trait,19,0,Exotic,,"[59, 3708671066, 610365472]",,
2272,2385280692,Nessus Challenges,,,0,0,,,[],[0],
2273,2386485406,Simulation Bloom,Redeemable,Rare Redeemable,9,0,Rare,,"[2088636411, 35, 52]",[0],
2274,2387244414,Zen Moment,Trait,Legendary Trait,19,0,Legendary,,"[3708671066, 610365472, 59]",,
2275,2389282935,,,,0,0,Common,,[],,
2276,2390666069,"High-Risk, High-Reward",Emblem,Legendary Emblem,14,0,Legendary,4274335291.0,"[19, 52]",[0],
2277,2391227800,Annihilating Helm,Helmet,Legendary Helmet,2,26,Legendary,3448274439.0,"[22, 45, 20]",[20],
2278,2391227801,Crushing Helm,Helmet,Legendary Helmet,2,26,Legendary,3448274439.0,"[22, 45, 20]","[33, 1]",
2279,2391800984,Concentrated Radiolarian Culture,Prophecy Offering,Rare Prophecy Offering,20,0,Rare,,"[2005599723, 35, 52, 3109687656]",,
2280,2392202609,,,,0,0,Common,,[],,
2281,2392674572,,,,0,0,Common,,[],,
2282,2394332958,Trials Prestige Ornament,Armor Ornament,Legendary Armor Ornament,19,21,Legendary,,"[56, 52, 59, 3684181176, 1742617626, 4104513227]",[0],
2283,2395087958,Pack of Rare Shaders,Package,Rare Package,20,0,Rare,,"[268598612, 3109687656]",[1],
2284,2395477994,Metallic Sunrise,Shader,Legendary Shader,19,20,Legendary,,"[41, 52]","[1, 0]",
2285,2395477996,Precursor Vex Chrome,Shader,Legendary Shader,19,20,Legendary,,"[41, 52]","[1, 0]",
2286,2395477997,Desert of Gold,Shader,Legendary Shader,19,20,Legendary,,"[41, 52]","[1, 0]",
2287,2395477998,Descendant Vex Chrome,Shader,Legendary Shader,19,20,Legendary,,"[41, 52]","[1, 0]",
2288,2395477999,Mercury Vex Chrome,Shader,Legendary Shader,19,20,Legendary,,"[41, 52]","[1, 0]",
2289,2396210138,Masterwork Armor,,,19,0,Legendary,,"[59, 141186804]",,
2290,2398848320,Erentil FR4,Fusion Rifle,Legendary Fusion Rifle,3,11,Legendary,953998645.0,"[4, 1, 9]","[33, 1]",
2291,2399682324,No More Flame Turrets,Emblem,Legendary Emblem,14,0,Legendary,4274335291.0,"[19, 52]",[0],
2292,2399682325,Outlawed and Unsanctioned,Emblem,Legendary Emblem,14,0,Legendary,4274335291.0,"[19, 52]",[0],
2293,2399682327,A Flare for the Dramatic,Emblem,Legendary Emblem,14,0,Legendary,4274335291.0,"[19, 52]",[0],
2294,2399824877,New Monarchy Engram,Engram,Legendary Engram,8,0,Legendary,,[34],,
2295,2400621276,Lost Pacific Robes,Chest Armor,Legendary Chest Armor,2,28,Legendary,14239492.0,"[21, 47, 20]","[33, 1, 0]",
2296,2401598772,Simulator Hood,Helmet,Legendary Helmet,2,26,Legendary,3448274439.0,"[21, 45, 20]","[33, 1, 0]",
2297,2404852074,You're Welcome,Intrinsic,Exotic Intrinsic,19,0,Exotic,,"[59, 2237038328, 610365472]",,
2298,2405638014,Red Dot Micro,Scope,Legendary Scope,19,0,Legendary,,"[2411768833, 610365472, 59]",,
2299,2405638015,Red Dot 2 MOA,Scope,Legendary Scope,19,0,Legendary,,"[2411768833, 610365472, 59]",,
2300,2407079289,Exotic Gear,,,20,0,,,[3109687656],,
2301,2407848812,Solar Impact Mod,Hunter Cloak Mod,Legendary Hunter Cloak Mod,19,0,Legendary,,"[59, 4104513227, 3196106184, 1037516129]","[1, 0]",
2302,2409470636,Concentrated Radiolarian Culture,Prophecy Offering,Rare Prophecy Offering,20,0,Rare,,"[2005599723, 35, 52, 3109687656]",,
2303,2409736861,Iron Pledge Ornament,Armor Ornament,Legendary Armor Ornament,19,21,Legendary,,"[56, 52, 59, 3683250363, 1742617626, 4104513227]",[0],
2304,2410284308,TrueSight IS,Sight,Legendary Sight,19,0,Legendary,,"[3866509906, 610365472, 59]",,
2305,2410284310,Fastdraw IS,Sight,Legendary Sight,19,0,Legendary,,"[3866509906, 610365472, 59]",,
2306,2410284311,Quickdraw IS,Sight,Legendary Sight,19,0,Legendary,,"[3866509906, 610365472, 59]",,
2307,2412155036,,Leg Armor,Legendary Leg Armor,20,29,Legendary,20886954.0,"[48, 20, 3109687656]",,
2308,2412488653,Mind of Its Own,Weapon Ornament,Exotic Weapon Ornament,19,21,Exotic,,"[56, 52, 59, 3124752623, 610365472]","[1, 0]",
2309,2412585884,Classified,,,0,0,,,,,
2310,2413899256,Letter Fragment,Journal Fragments,Common Journal Fragments,9,0,Common,,"[3747263590, 35, 52]",[0],
2311,2414278933,Errant Knight 1.0,Leg Armor,Legendary Leg Armor,2,29,Legendary,20886954.0,"[23, 48, 20]","[33, 32, 30, 29, 21, 20, 1]",
2312,2414612776,New City,Submachine Gun,Legendary Submachine Gun,3,24,Legendary,1498876634.0,"[2, 1, 3954685534]","[33, 32, 30, 29, 21, 20, 1]",
2313,2414612777,Atalanta-D,Submachine Gun,Legendary Submachine Gun,3,24,Legendary,1498876634.0,"[2, 1, 3954685534]","[33, 32, 30, 29, 21, 20, 1]",
2314,2414900593,Drained Ether Tank,,,0,0,Common,,[],,
2315,2415993980,Simulator Grips,Gauntlets,Legendary Gauntlets,2,27,Legendary,3551918588.0,"[23, 46, 20]","[33, 1, 0]",
2316,2416634317,Damaged Warlock Robe,Chest Armor,Common Chest Armor,2,28,Common,14239492.0,"[21, 47, 20]",[0],
2317,2420895100,Extended Mag,Magazine,Legendary Magazine,19,0,Legendary,,"[4184407433, 610365472, 59]",,
2318,2421406347,Wise Warlock Gloves,Gauntlets,Common Gauntlets,2,27,Common,3551918588.0,"[21, 46, 20]",[10],
2319,2422592326,Mods,,,0,0,Common,,[],,
2320,2423003287,Exodus Down Grips,Gauntlets,Legendary Gauntlets,2,27,Legendary,3551918588.0,"[23, 46, 20]","[33, 1, 0]",
2321,2425296638,EDZ Glimmer Scavenger,Ghost Module,Common Ghost Module,19,0,Common,,"[59, 4176831154, 1449602859]",,
2322,2426323900,Energized,Leg Armor Mod,Legendary Leg Armor Mod,19,0,Legendary,,"[59, 4104513227, 3607371986]",,
2323,2426340788,Orobas Vectura Mark,Titan Mark,Rare Titan Mark,2,30,Rare,1585787867.0,"[22, 49, 20]",,
2324,2426340790,Dreamer's Mark,Titan Mark,Common Titan Mark,2,30,Common,1585787867.0,"[22, 49, 20]",[2],
2325,2426340791,Unethical Experiments Mark,Titan Mark,Rare Titan Mark,2,30,Rare,1585787867.0,"[22, 49, 20]",,
2326,2426456324,Trials Ornament,Armor Ornament,Legendary Armor Ornament,19,21,Legendary,,"[56, 52, 59, 3684181176, 1742617626, 4104513227]",[0],
2327,2431128888,Runed Tablet,,,0,0,Common,,[],,
2328,2431901596,,Leg Armor,Legendary Leg Armor,20,29,Legendary,20886954.0,"[48, 20, 3109687656]",,
2329,2433900295,Carina Nebula,Weapon Ornament,Exotic Weapon Ornament,19,21,Exotic,,"[56, 52, 59, 3124752623, 610365472]","[1, 0]",
2330,2436012488,"""1AU""",,,0,0,,,[],[0],
2331,2436218954,Flashpoint: Mercury,,,0,0,,,[],[0],
2332,2436244536,Sovereign Robes,Chest Armor,Legendary Chest Armor,2,28,Legendary,14239492.0,"[21, 47, 20]","[33, 1, 0]",
2333,2437968453,Watch Your Back,Emote,Rare Emote,23,0,Rare,3224618069.0,[44],"[1, 0]",
2334,2439956537,Nessus Engram,Engram,Legendary Engram,0,0,Legendary,,[],[0],
2335,2441562029,"Sight, Shoot, Repeat",Quest Step,Legendary Quest Step,12,0,Legendary,,[16],[0],
2336,2441671311,Legendary Gear,,,20,0,Legendary,,[3109687656],,
2337,2444823253,,,,0,0,Common,,[],,
2338,2446681048,Nessus Treasure Map,Treasure Map,Rare Treasure Map,9,0,Rare,,"[2253669532, 35, 52]",[0],
2339,2446681052,Nessus Treasure Map,Treasure Map,Rare Treasure Map,9,0,Rare,,"[2253669532, 35, 52]",[0],
2340,2446681053,Nessus Treasure Map,Treasure Map,Rare Treasure Map,9,0,Rare,,"[2253669532, 35, 52]",[0],
2341,2446681054,Nessus Treasure Map,Treasure Map,Rare Treasure Map,9,0,Rare,,"[2253669532, 35, 52]",[0],
2342,2446681055,Nessus Treasure Map,Treasure Map,Rare Treasure Map,9,0,Rare,,"[2253669532, 35, 52]",[0],
2343,2448010882,Brave Titan Gauntlets,Gauntlets,Common Gauntlets,2,27,Common,3551918588.0,"[22, 46, 20]",[10],
2344,2449148832,Trials of the Nine,,,0,0,,,[],[0],
2345,2449379146,Armor,,,0,0,Common,,[],,
2346,2450367421,Solar Ordnance Mod,Helmet Armor Mod,Rare Helmet Armor Mod,19,0,Rare,,"[59, 1362265421, 4104513227]",[1],
2347,2451142299,Impact Absorption Mod,Helmet Armor Mod,Legendary Helmet Armor Mod,19,0,Legendary,,"[59, 1362265421, 4104513227]","[1, 0]",
2348,2452190556,Celebrate with Dead Orbit,Quest,Quest,15,0,,,[53],,
2349,2452991419,Sovereign Lion Ornament,Armor Ornament,Legendary Armor Ornament,19,21,Legendary,,"[56, 52, 59, 3683250363, 1742617626, 4104513227]",[0],
2350,2455333439,Iron Pledge Ornament,Armor Ornament,Legendary Armor Ornament,19,21,Legendary,,"[56, 52, 59, 3684181176, 1742617626, 4104513227]",[0],
2351,2456110611,Advanced Paradox Amplifier,Prophecy Offering,Rare Prophecy Offering,20,0,Rare,,"[2005599723, 35, 52, 3109687656]",,
2352,2456870946,Rocket Scientist,Titan Ornament,Exotic Titan Ornament,19,21,Exotic,,"[56, 52, 59, 3229540061, 1742617626, 4104513227]","[1, 0]",
2353,2456970433,Nightfall,,,0,0,,,[],[0],
2354,2459614829,,,,0,0,Common,,[],,
2355,2459736305,Common Gear,,,20,0,Uncommon,,[3109687656],,
2356,2460870905,Legs of Optimacy,Leg Armor,Legendary Leg Armor,2,29,Legendary,20886954.0,"[22, 48, 20]","[1, 0]",
2357,2461142000,,,,0,0,Common,,[],,
2358,2462524641,Exodus Down Vest,Chest Armor,Legendary Chest Armor,2,28,Legendary,14239492.0,"[23, 47, 20]","[33, 1, 0]",
2359,2463984038,Dawning's Gift Schematic: Zavala,Quest Step,Legendary Quest Step,12,0,Legendary,,[16],[0],
2360,2467293104,Ghosts and Emotes,,,0,0,Common,,[],,
2361,2468646375,,,,0,0,Common,,[],,
2362,2473404935,Mad Scientist,Intrinsic,Exotic Intrinsic,19,0,Exotic,,"[2237038328, 610365472, 59]",,
2363,2474218405,Inspiring Presence,Bonus,Common Bonus,19,0,Common,,"[303512563, 59]",,
2364,2476668370,Titan Challenges,,,0,0,,,[],[0],
2365,2476964124,War Mantis,Gauntlets,Rare Gauntlets,2,27,Rare,3551918588.0,"[23, 46, 20]","[33, 32, 30, 29, 20, 19, 17, 15, 13, 11, 9, 7, 5, 4, 3, 2, 1, 0]",
2366,2478247171,Quitclaim Shotgun III,Shotgun,Legendary Shotgun,3,7,Legendary,953998645.0,"[4, 1, 11]","[33, 1]",
2367,2481256761,"""Payback""",,,0,0,,,[],[0],
2368,2482418662,Longest Winter,Trait,Legendary Trait,19,0,Legendary,,"[3708671066, 610365472, 59]",,
2369,2483791670,,Chest Armor,Legendary Chest Armor,20,28,Legendary,14239492.0,"[47, 20, 3109687656]",,
2370,2484429224,Supply and Demand,,,0,0,Common,,[],[0],
2371,2484637936,Jacobson's Staff,Emblem,Rare Emblem,14,0,Rare,4274335291.0,"[19, 52]",[0],
2372,2484637938,Exodus Access,Emblem,Rare Emblem,14,0,Rare,4274335291.0,"[19, 52]",[0],
2373,2484637939,Tangled Anchor,Emblem,Rare Emblem,14,0,Rare,4274335291.0,"[19, 52]",[0],
2374,2484791497,Luminous Planetary Engram,Engram,Legendary Engram,0,0,Legendary,,[],[0],
2375,2485376619,Classified,,,0,0,,,,,
2376,2486041712,Gearhead Gauntlets,Gauntlets,Rare Gauntlets,2,27,Rare,3551918588.0,"[22, 46, 20]",,
2377,2486041713,Songbreaker Gauntlets,Gauntlets,Rare Gauntlets,2,27,Rare,3551918588.0,"[22, 46, 20]",,
2378,2490306722,Runed Tablet,,,0,0,Common,,[],,
2379,2491110586,Xenos Shore Ornament,Armor Ornament,Legendary Armor Ornament,19,21,Legendary,,"[56, 52, 59, 3684181176, 1742617626, 4104513227]",[0],
2380,2494969817,Shaders and Mods,,,0,0,Common,,[],,
2381,2496506549,,Chest Armor,Legendary Chest Armor,20,28,Legendary,14239492.0,"[23, 47, 20, 3109687656]",,
2382,2497505510,Cloak of Optimacy,Hunter Cloak,Legendary Hunter Cloak,2,30,Legendary,1585787867.0,"[23, 49, 20]","[1, 0]",
2383,2499409254,Ships and Sparrows,,,0,0,Common,,[],,
2384,2501565317,Raid Gear,,,20,0,,,[3109687656],,
2385,2502327959,Chosen,,,0,0,,,[],[0],
2386,2502422772,Cartesian Coordinate,Fusion Rifle,Legendary Fusion Rifle,3,11,Legendary,953998645.0,"[4, 1, 9]","[33, 32, 30, 29, 21, 20, 1, 0]",
2387,2502422773,Shock and Awe,Fusion Rifle,Legendary Fusion Rifle,3,11,Legendary,953998645.0,"[4, 1, 9]","[33, 32, 30, 29, 21, 20, 1, 0]",
2388,2502422774,Nox Echo III,Fusion Rifle,Legendary Fusion Rifle,3,11,Legendary,953998645.0,"[4, 1, 9]","[33, 32, 30, 29, 21, 20, 1, 0]",
2389,2502422775,Tarantula,Linear Fusion Rifle,Legendary Linear Fusion Rifle,3,22,Legendary,953998645.0,"[4, 1, 9, 1504945536]","[33, 32, 30, 29, 21, 20, 1, 0]",
2390,2502582348,New Subclass,,,20,0,,,[3109687656],,
2391,2503134032,BreakPoint,Ship,Legendary Ship,21,0,Legendary,284967655.0,"[42, 52]","[1, 0]",
2392,2503134033,City Apex,Ship,Legendary Ship,21,0,Legendary,284967655.0,"[42, 52]",[1],
2393,2503134034,Echo Zero,Ship,Uncommon Ship,21,0,Uncommon,284967655.0,"[42, 52]",[0],
2394,2503134035,Vector Zero,Ship,Uncommon Ship,21,0,Uncommon,284967655.0,"[42, 52]",[0],
2395,2503134036,Shadowed Dawn,Ship,Legendary Ship,21,0,Legendary,284967655.0,"[42, 52]","[1, 0]",
2396,2503134037,Eriana's Vengeance,Ship,Exotic Ship,21,0,Exotic,284967655.0,"[42, 52]","[1, 0]",1079922995.0
2397,2503134038,Cardinal One,Ship,Legendary Ship,21,0,Legendary,284967655.0,"[42, 52]","[1, 0]",
2398,2503134039,Talon Blue,Ship,Legendary Ship,21,0,Legendary,284967655.0,"[42, 52]","[1, 0]",
2399,2503134042,Helios Strain,Ship,Legendary Ship,21,0,Legendary,284967655.0,"[42, 52]","[1, 0]",
2400,2503134043,Starling Bolt,Ship,Legendary Ship,21,0,Legendary,284967655.0,"[42, 52]","[1, 0]",
2401,2504771764,Refugee Helm,Helmet,Common Helmet,2,26,Common,3448274439.0,"[21, 45, 20]","[20, 18, 16, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 0]",
2402,2505533224,Ghost Primus,Auto Rifle,Legendary Auto Rifle,3,6,Legendary,1498876634.0,"[2, 1, 5]","[33, 32, 31, 30, 27, 1, 0]",2505533224.0
